Tool Name,Category,Usage Count,Month,Region,Industry,User Type
BERT,Text-to-Image,21900,08,Africa,Education,SMB
Stable Diffusion,NLP,30572,04,Europe,Healthcare,SMB
ChatGPT,NLP,22307,11,South America,Entertainment,Enterprise
Stable Diffusion,NLP,32435,02,South America,Entertainment,Individual
ChatGPT,Text-to-Image,5766,03,Asia,Healthcare,Individual
DALL-E,Text-to-Image,32540,07,Europe,Education,Individual
BERT,Text-to-Image,23207,03,North America,Technology,Enterprise
DALL-E,NLP,31937,06,North America,Finance,SMB
DALL-E,Generative AI,7498,02,South America,Technology,SMB
DALL-E,Generative AI,22617,02,South America,Healthcare,SMB
BERT,Generative AI,34100,12,Africa,Healthcare,Individual
BERT,Generative AI,15452,06,Africa,Technology,Enterprise
BERT,Text-to-Image,32873,08,Asia,Entertainment,Enterprise
BERT,Text-to-Image,15040,10,South America,Technology,Individual
ChatGPT,Text-to-Image,24817,02,North America,Entertainment,Individual
DALL-E,Text-to-Image,16403,06,Africa,Healthcare,SMB
DALL-E,NLP,9538,01,Europe,Healthcare,Enterprise
ChatGPT,NLP,28138,03,Africa,Technology,Individual
Stable Diffusion,Generative AI,17238,05,Asia,Entertainment,SMB
DALL-E,Text-to-Image,11175,05,North America,Education,Enterprise
ChatGPT,NLP,12039,03,Asia,Education,SMB
BERT,Generative AI,9501,06,South America,Education,SMB
BERT,Generative AI,33475,11,Africa,Finance,Enterprise
BERT,NLP,34622,12,North America,Entertainment,Individual
DALL-E,Generative AI,11092,09,South America,Healthcare,Enterprise
Stable Diffusion,NLP,9187,01,South America,Finance,SMB
ChatGPT,Generative AI,9591,08,Asia,Healthcare,Enterprise
DALL-E,Generative AI,20482,02,Asia,Finance,SMB
ChatGPT,Text-to-Image,16329,06,Europe,Healthcare,Individual
ChatGPT,Text-to-Image,33015,02,South America,Entertainment,Enterprise
BERT,NLP,6791,03,South America,Finance,Enterprise
Stable Diffusion,Text-to-Image,15750,07,Europe,Healthcare,Individual
ChatGPT,Generative AI,15429,12,North America,Entertainment,Enterprise
Stable Diffusion,NLP,26354,10,Africa,Entertainment,Enterprise
Stable Diffusion,Generative AI,31427,01,North America,Entertainment,Individual
ChatGPT,Text-to-Image,10572,03,Africa,Healthcare,Enterprise
BERT,Text-to-Image,6750,05,Asia,Finance,Enterprise
ChatGPT,Generative AI,20183,02,South America,Entertainment,Individual
BERT,Text-to-Image,25700,03,North America,Healthcare,Individual
DALL-E,Generative AI,29343,02,Europe,Technology,SMB
Stable Diffusion,Generative AI,28328,01,Europe,Education,SMB
